152;industrial_complex;2877.45;10.90;761.16;6.18;0
152;supply_node;2878.00;10.23;752.00;3.43;0
152;supply_node;2874.00;11.20;767.00;4.91;0
152;supply_node;2877.00;10.50;756.00;1.56;0
152;supply_node;2864.00;11.35;754.00;4.15;0
152;supply_node;2870.00;14.32;758.00;0.80;0
152;naval_base;2877.98;10.30;750.14;0.19;12747
152;bunker;2878.27;11.10;769.45;2.71;0
152;bunker;2873.17;11.50;773.30;3.73;0
152;bunker;2867.13;12.50;751.07;0.22;0
152;bunker;2881.03;10.60;759.51;2.28;0
152;bunker;2882.15;10.30;755.13;1.86;0
152;bunker;2882.56;10.80;766.23;2.48;0
152;bunker;2870.54;16.20;758.70;1.78;0
152;coastal_bunker;2880.93;10.10;752.45;-5.59;0
152;dockyard;2879.65;10.10;751.03;0.79;0
152;synthetic_refinery;2876.94;11.00;764.68;1.17;0
152;fuel_silo;2877.00;10.55;759.00;4.18;0
152;radar_station;2870.08;16.30;762.72;0.98;0
152;rocket_site;2868.24;18.70;757.25;4.69;0
152;floating_harbor;2880.00;9.70;703.00;-3.12;3757
164;arms_factory;2905.00;10.45;779.00;0.13;0
164;arms_factory;2900.00;10.07;773.00;2.80;0
164;arms_factory;2905.00;10.45;777.00;0.63;0
164;arms_factory;2903.00;10.30;772.00;3.30;0
164;arms_factory;2908.00;10.50;775.00;4.86;0
164;arms_factory;2904.00;10.28;770.00;1.24;0
164;industrial_complex;2901.00;10.10;775.00;5.37;0
164;industrial_complex;2904.00;10.38;779.00;1.75;0
164;industrial_complex;2903.00;10.32;774.00;3.30;0
164;industrial_complex;2906.00;10.50;778.00;1.14;0
164;industrial_complex;2904.00;10.30;773.00;2.35;0
164;industrial_complex;2907.00;10.57;776.00;0.19;0
164;supply_node;2902.00;10.18;770.00;2.47;0
164;supply_node;2904.00;10.35;777.00;3.95;0
164;supply_node;2909.00;10.85;764.00;1.71;0
164;supply_node;2901.00;10.07;762.00;3.19;0
164;naval_base;2897.28;9.70;771.47;-1.55;12655
164;naval_base;2898.09;9.50;782.34;-1.84;12741
164;naval_base;2899.00;9.50;759.00;-1.77;12655
164;bunker;2911.00;10.93;763.00;0.80;0
164;bunker;2901.00;10.10;780.00;4.93;0
164;bunker;2900.00;10.10;764.00;1.31;0
164;bunker;2899.00;9.98;773.00;5.43;0
164;coastal_bunker;2898.00;9.50;762.00;-1.57;0
164;coastal_bunker;2898.00;9.50;777.00;-1.74;0
164;coastal_bunker;2897.00;9.50;773.00;-1.95;0
164;dockyard;2897.52;9.70;766.34;-1.55;0
164;synthetic_refinery;2901.00;10.03;760.00;3.98;0
164;fuel_silo;2909.00;10.65;762.00;1.82;0
164;radar_station;2905.00;10.38;770.00;4.83;0
164;rocket_site;2905.00;10.38;758.00;6.04;0
164;floating_harbor;2892.00;9.50;761.00;-4.55;7176
2;arms_factory;1430.00;12.12;1829.00;4.68;0
2;arms_factory;1456.00;13.28;1860.00;5.89;0
2;arms_factory;1448.00;12.95;1867.00;2.62;0
2;arms_factory;1442.00;10.57;1869.00;5.28;0
2;arms_factory;1469.00;12.57;1853.00;1.67;0
2;arms_factory;1458.00;12.35;1841.00;4.33;0
2;industrial_complex;1450.00;14.10;1844.00;1.07;0
2;industrial_complex;1491.00;10.43;1827.00;2.27;0
2;industrial_complex;1467.00;12.10;1830.00;0.11;0
2;industrial_complex;1440.00;10.43;1810.00;2.78;0
2;industrial_complex;1443.00;13.35;1831.00;4.34;0
2;industrial_complex;1441.00;12.38;1844.00;2.17;0
2;supply_node;1452.00;13.38;1870.00;5.81;0
2;supply_node;1465.00;10.88;1823.00;1.00;0
2;supply_node;1436.00;11.48;1812.00;3.93;0
2;supply_node;1472.00;12.07;1857.00;1.70;0
2;supply_node;1421.00;10.70;1821.00;3.17;0
2;supply_node;1445.00;12.50;1828.00;6.11;0
2;supply_node;1456.00;13.78;1847.00;2.41;0
2;supply_node;1431.00;12.07;1842.00;5.35;0
2;supply_node;1501.00;13.62;1823.00;2.00;0
2;naval_base;1453.00;10.43;1882.00;-3.03;12220
2;naval_base;1515.00;10.55;1824.00;-3.93;12406
2;naval_base;1417.00;9.88;1824.00;-1.57;12860
2;naval_base;1474.00;11.45;1830.00;-4.29;12887
2;naval_base;1481.00;10.38;1866.00;-3.57;12508
2;naval_base;1428.00;10.43;1846.00;-2.16;12647
2;naval_base;1440.00;9.50;1808.00;0.98;12699
2;bunker;1455.00;11.40;1818.00;4.91;0
2;bunker;1494.00;11.15;1826.00;5.01;0
2;bunker;1424.00;10.88;1839.00;2.85;0
2;bunker;1451.00;12.10;1834.00;5.52;0
2;bunker;1449.00;10.50;1808.00;0.79;0
2;bunker;1413.00;10.10;1818.00;4.91;0
2;bunker;1455.00;13.12;1858.00;1.29;0
2;bunker;1446.00;11.95;1867.00;5.42;0
2;bunker;1480.00;10.38;1865.00;5.52;0
2;coastal_bunker;1478.00;10.32;1846.00;0.69;0
2;coastal_bunker;1413.00;9.50;1831.00;-1.00;0
2;coastal_bunker;1439.00;9.65;1809.00;0.98;0
2;coastal_bunker;1493.00;10.45;1834.00;-2.03;0
2;coastal_bunker;1467.00;11.38;1872.00;-4.50;0
2;coastal_bunker;1473.00;10.68;1833.00;-4.29;0
2;coastal_bunker;1419.00;9.68;1826.00;-1.57;0
2;dockyard;1419.00;9.90;1829.00;-1.57;0
2;synthetic_refinery;1419.00;10.57;1831.00;5.08;0
2;fuel_silo;1425.00;11.05;1836.00;2.92;0
2;radar_station;1465.00;12.40;1845.00;6.07;0
2;rocket_site;1451.00;11.73;1873.00;0.86;0
2;floating_harbor;1450.23;9.50;1885.96;0.11;1208
2;floating_harbor;1463.30;9.50;1806.03;-3.24;2446
2;floating_harbor;1447.82;9.50;1804.12;-2.16;2675
2;floating_harbor;1481.48;9.50;1845.62;-2.45;3470
2;floating_harbor;1408.00;9.50;1821.00;1.57;3505
2;floating_harbor;1419.18;9.50;1849.88;0.98;5427
3;arms_factory;1598.00;11.62;1797.00;2.62;0
3;arms_factory;1612.00;11.05;1785.00;5.28;0
3;arms_factory;1586.00;11.68;1818.00;1.67;0
3;arms_factory;1641.00;10.98;1717.00;4.33;0
3;arms_factory;1557.00;10.82;1807.00;1.07;0
3;arms_factory;1624.00;11.62;1820.00;2.27;0
3;industrial_complex;1592.00;11.53;1804.00;0.11;0
3;industrial_complex;1644.00;10.85;1769.00;2.78;0
3;industrial_complex;1622.00;10.73;1776.00;4.34;0
3;industrial_complex;1622.00;11.53;1795.00;2.17;0
3;industrial_complex;1595.00;11.07;1789.00;4.84;0
3;industrial_complex;1634.00;11.98;1826.00;0.12;0
3;supply_node;1557.00;10.93;1803.00;3.93;0
3;supply_node;1577.00;11.03;1792.00;1.70;0
3;supply_node;1622.00;10.43;1770.00;3.17;0
3;supply_node;1573.00;10.82;1730.00;6.11;0
3;supply_node;1611.00;11.32;1791.00;2.41;0
3;supply_node;1641.00;10.98;1751.00;5.35;0
3;supply_node;1624.00;11.48;1829.00;2.00;0
3;supply_node;1610.00;10.98;1730.00;4.58;0
3;supply_node;1576.00;11.35;1813.00;1.24;0
3;supply_node;1607.00;11.95;1819.00;2.71;0
3;supply_node;1653.00;11.20;1784.00;0.47;0
3;supply_node;1617.00;10.82;1751.00;1.95;0
3;supply_node;1587.00;11.12;1834.00;4.89;0
3;supply_node;1636.00;11.12;1717.00;2.65;0
3;supply_node;1628.00;11.75;1805.00;4.12;0
3;supply_node;1606.00;11.12;1846.00;0.77;0
3;supply_node;1567.00;10.73;1823.00;3.36;0
3;supply_node;1594.00;11.70;1806.00;0.01;0
3;supply_node;1619.00;10.95;1715.00;2.95;0
3;supply_node;1654.00;11.55;1801.00;5.53;0
3;supply_node;1663.00;11.70;1766.00;2.19;0
3;supply_node;1594.00;10.90;1781.00;3.66;0
3;supply_node;1646.00;11.98;1818.00;1.42;0
3;supply_node;1669.00;11.35;1816.00;4.36;0
3;supply_node;1633.00;11.05;1785.00;5.84;0
3;supply_node;1563.00;10.50;1787.00;3.59;0
3;supply_node;1641.00;10.85;1766.00;5.07;0
3;supply_node;1602.00;10.48;1746.00;1.73;0
3;supply_node;1589.00;11.05;1734.00;5.77;0
3;supply_node;1625.00;10.95;1734.00;0.96;0
3;supply_node;1595.00;11.18;1722.00;3.90;0
3;naval_base;1563.00;9.50;1826.00;-1.29;12681
3;naval_base;1618.00;9.65;1767.00;-1.57;12838
3;naval_base;1583.00;9.60;1777.00;-1.15;12832
3;naval_base;1550.00;9.50;1801.00;-1.71;12811
3;naval_base;1597.00;10.28;1850.00;-1.95;12146
3;naval_base;1562.00;9.50;1783.00;0.00;12832
3;naval_base;1587.00;10.43;1843.00;-2.58;12146
3;naval_base;1575.00;9.50;1780.00;-0.08;12832
3;naval_base;1593.00;10.23;1745.00;-2.94;12838
3;naval_base;1584.00;10.43;1741.00;-2.92;12838
3;naval_base;1580.00;10.25;1740.00;-3.56;12838
3;naval_base;1612.00;9.73;1761.00;-2.63;12838
3;bunker;1591.00;11.07;1791.00;1.87;0
3;bunker;1579.00;11.43;1818.00;3.09;0
3;bunker;1634.00;10.95;1782.00;6.10;0
3;bunker;1631.00;12.05;1822.00;2.48;0
3;bunker;1595.00;10.53;1779.00;5.15;0
3;bunker;1654.00;11.85;1811.00;0.42;0
3;bunker;1628.00;11.40;1798.00;4.54;0
3;bunker;1673.00;12.38;1766.00;5.76;0
3;bunker;1586.00;10.85;1841.00;3.59;0
3;bunker;1611.00;10.95;1731.00;0.33;0
3;bunker;1608.00;11.82;1825.00;1.53;0
3;bunker;1650.00;11.03;1749.00;5.65;0
3;bunker;1615.00;10.53;1760.00;2.04;0
3;bunker;1571.00;10.85;1729.00;5.06;0
3;bunker;1621.00;10.95;1720.00;6.26;0
3;bunker;1602.00;10.57;1852.00;4.10;0
3;bunker;1655.00;11.60;1820.00;0.48;0
3;bunker;1591.00;10.98;1727.00;2.04;0
3;bunker;1588.00;11.55;1808.00;4.71;0
3;bunker;1626.00;10.90;1736.00;2.55;0
3;bunker;1637.00;11.05;1712.00;2.65;0
3;bunker;1566.00;10.43;1825.00;0.49;0
3;bunker;1555.00;10.45;1809.00;4.61;0
3;bunker;1641.00;10.85;1766.00;5.82;0
3;bunker;1647.00;11.15;1788.00;2.55;0
3;bunker;1617.00;11.30;1788.00;5.22;0
3;bunker;1598.00;10.45;1748.00;1.60;0
3;bunker;1601.00;10.82;1727.00;4.27;0
3;bunker;1559.00;10.62;1794.00;1.00;0
3;bunker;1627.00;10.57;1762.00;3.66;0
3;bunker;1669.00;11.35;1820.00;0.05;0
3;coastal_bunker;1611.00;9.73;1760.00;-2.63;0
3;coastal_bunker;1596.00;9.68;1776.00;0.79;0
3;coastal_bunker;1618.00;9.65;1767.00;-1.57;0
3;coastal_bunker;1605.00;10.28;1856.00;-2.94;0
3;coastal_bunker;1570.00;9.62;1781.00;0.00;0
3;coastal_bunker;1608.00;9.50;1757.00;-2.94;0
3;coastal_bunker;1577.00;9.50;1778.00;-0.08;0
3;coastal_bunker;1578.00;9.85;1739.00;-3.56;0
3;coastal_bunker;1552.00;9.73;1797.00;-0.56;0
3;coastal_bunker;1569.00;10.30;1831.00;-3.14;0
3;coastal_bunker;1592.00;10.50;1845.00;-2.58;0
3;coastal_bunker;1584.00;10.43;1741.00;-2.92;0
3;dockyard;1586.00;9.50;1776.00;-1.15;0
3;synthetic_refinery;1619.00;12.07;1806.00;1.07;0
3;fuel_silo;1624.00;10.90;1744.00;3.73;0
3;radar_station;1618.00;11.10;1785.00;0.89;0
3;rocket_site;1618.00;10.85;1716.00;1.67;0
3;floating_harbor;1543.07;9.50;1804.99;1.43;249
3;floating_harbor;1575.42;9.50;1773.02;-3.22;493
3;floating_harbor;1608.00;9.50;1770.00;1.57;534
3;floating_harbor;1561.18;9.50;1737.88;0.98;817
3;floating_harbor;1608.60;9.50;1766.12;0.51;3192
3;floating_harbor;1578.29;9.50;1847.94;0.56;3312
3;floating_harbor;1602.63;9.50;1862.86;0.20;3982
3;floating_harbor;1553.27;9.50;1819.08;-4.43;4063
3;floating_harbor;1604.95;9.50;1770.05;-2.36;5208
3;floating_harbor;1563.00;9.50;1777.00;-3.14;5478
3;floating_harbor;1599.63;9.50;1757.86;0.20;5510
4;arms_factory;1547.00;11.00;1711.00;1.67;0
4;arms_factory;1567.00;11.68;1635.00;4.33;0
4;arms_factory;1620.00;12.50;1564.00;1.07;0
4;arms_factory;1540.00;10.57;1578.00;2.27;0
4;arms_factory;1533.00;10.88;1580.00;0.11;0
4;arms_factory;1646.00;12.53;1618.00;2.78;0
4;industrial_complex;1609.00;11.50;1689.00;4.34;0
4;industrial_complex;1620.00;11.43;1690.00;2.17;0
4;industrial_complex;1483.00;10.95;1575.00;4.84;0
4;industrial_complex;1483.00;10.98;1577.00;0.12;0
4;industrial_complex;1529.00;10.57;1576.00;2.78;0
4;industrial_complex;1625.00;12.62;1604.00;0.62;0
4;supply_node;1642.00;11.70;1538.00;3.17;0
4;supply_node;1531.00;11.60;1674.00;6.11;0
4;supply_node;1622.00;12.12;1678.00;2.41;0
4;supply_node;1538.00;10.93;1626.00;5.35;0
4;supply_node;1668.00;11.62;1525.00;2.00;0
4;supply_node;1535.00;11.23;1650.00;4.58;0
4;supply_node;1512.00;10.40;1687.00;1.24;0
4;supply_node;1491.00;11.57;1632.00;2.71;0
4;supply_node;1613.00;11.60;1616.00;0.47;0
4;supply_node;1639.00;12.25;1620.00;1.95;0
4;supply_node;1503.00;10.93;1673.00;4.89;0
4;supply_node;1543.00;10.90;1526.00;2.65;0
4;supply_node;1517.00;11.10;1570.00;4.12;0
4;supply_node;1606.00;10.78;1700.00;0.77;0
4;supply_node;1652.00;13.75;1589.00;3.36;0
4;supply_node;1595.00;11.28;1567.00;0.01;0
4;supply_node;1603.00;11.35;1550.00;2.95;0
4;supply_node;1467.00;10.53;1574.00;5.53;0
4;supply_node;1476.00;10.73;1648.00;2.19;0
4;supply_node;1482.00;10.85;1677.00;3.66;0
4;supply_node;1550.00;11.62;1663.00;1.42;0
4;supply_node;1622.00;11.18;1544.00;4.36;0
4;supply_node;1601.00;11.93;1629.00;5.84;0
4;supply_node;1505.00;10.53;1539.00;3.59;0
4;supply_node;1627.00;11.65;1656.00;5.07;0
4;supply_node;1619.00;11.62;1636.00;1.73;0
4;supply_node;1680.00;11.98;1538.00;5.77;0
4;supply_node;1549.00;10.53;1608.00;0.96;0
4;supply_node;1591.00;11.38;1608.00;3.90;0
4;supply_node;1575.00;11.07;1698.00;0.20;0
4;supply_node;1572.00;10.57;1569.00;3.14;0
4;supply_node;1544.00;10.88;1717.00;6.07;0
4;supply_node;1571.00;11.03;1717.00;2.37;0
4;supply_node;1635.00;10.57;1524.00;5.31;0
4;supply_node;1527.00;11.05;1538.00;0.50;0
4;supply_node;1569.00;11.68;1632.00;4.54;0
4;supply_node;1604.00;10.55;1535.00;1.20;0
4;supply_node;1552.00;10.88;1641.00;2.68;0
4;supply_node;1503.00;11.70;1650.00;0.43;0
4;supply_node;1547.00;10.60;1503.00;1.91;0
4;supply_node;1581.00;10.55;1549.00;4.85;0
4;supply_node;1544.00;10.95;1554.00;1.15;0
4;supply_node;1654.00;10.95;1517.00;4.08;0
4;supply_node;1526.00;11.25;1605.00;0.74;0
4;supply_node;1512.00;11.68;1622.00;3.32;0
4;supply_node;1519.00;11.75;1637.00;6.26;0
4;supply_node;1480.00;11.03;1571.00;1.45;0
4;supply_node;1592.00;10.53;1586.00;4.39;0
4;supply_node;1637.00;11.53;1699.00;2.15;0
4;supply_node;1473.00;10.57;1552.00;3.63;0
4;supply_node;1493.00;11.35;1610.00;0.28;0
4;supply_node;1526.00;10.98;1586.00;2.87;0
4;supply_node;1473.00;10.60;1599.00;5.80;0
4;supply_node;1561.00;10.48;1542.00;2.45;0
4;supply_node;1487.00;11.15;1590.00;5.03;0
4;supply_node;1606.00;11.80;1668.00;1.69;0
4;supply_node;1612.00;11.75;1583.00;3.17;0
4;supply_node;1631.00;13.20;1584.00;0.92;0
4;supply_node;1584.00;11.48;1651.00;3.86;0
4;supply_node;1583.00;10.85;1670.00;5.34;0
4;supply_node;1531.00;10.88;1698.00;3.10;0
4;supply_node;1470.00;10.68;1633.00;4.57;0
4;supply_node;1559.00;10.50;1589.00;1.23;0
4;supply_node;1647.00;13.10;1603.00;5.27;0
4;supply_node;1558.00;10.55;1515.00;0.46;0
4;supply_node;1617.00;12.55;1565.00;3.40;0
4;supply_node;1564.00;10.98;1678.00;5.99;0
4;supply_node;1503.00;10.90;1557.00;2.64;0
4;supply_node;1564.00;10.48;1492.00;5.57;0
4;supply_node;1525.00;10.85;1519.00;1.87;0
4;supply_node;1541.00;10.57;1580.00;4.81;0
4;supply_node;1507.00;10.93;1520.00;0.01;0
4;supply_node;1558.00;11.38;1706.00;4.05;0
4;supply_node;1548.00;11.40;1690.00;5.52;0
4;supply_node;1589.00;10.85;1690.00;2.18;0
4;supply_node;1469.00;10.40;1677.00;6.22;0
4;supply_node;1643.00;11.70;1678.00;1.41;0
4;supply_node;1468.00;10.50;1662.00;4.35;0
4;supply_node;1488.00;11.12;1662.00;0.65;0
4;supply_node;1518.00;11.12;1661.00;3.59;0
4;supply_node;1568.00;10.93;1657.00;0.24;0
4;supply_node;1602.00;12.20;1648.00;2.82;0
4;supply_node;1636.00;11.80;1636.00;5.76;0
4;supply_node;1587.00;11.70;1627.00;0.96;0
4;supply_node;1464.00;10.50;1617.00;5.00;0
4;supply_node;1478.00;11.05;1618.00;1.65;0
4;supply_node;1569.00;11.03;1611.00;3.13;0
4;supply_node;1508.00;11.30;1605.00;0.89;0
4;supply_node;1627.00;13.05;1602.00;2.36;0
4;supply_node;1607.00;11.12;1599.00;5.30;0
4;supply_node;1577.00;10.57;1592.00;3.06;0
4;supply_node;1506.00;10.85;1589.00;4.54;0
4;supply_node;1497.00;11.10;1575.00;1.19;0
4;supply_node;1556.00;10.57;1568.00;3.78;0
4;supply_node;1632.00;12.07;1556.00;0.43;0
4;supply_node;1486.00;10.95;1553.00;3.36;0
4;supply_node;1523.00;10.95;1554.00;5.94;0
4;supply_node;1660.00;12.23;1539.00;2.60;0
4;supply_node;1494.00;10.50;1525.00;4.08;0
4;naval_base;1464.00;9.50;1674.00;-2.36;12752
4;naval_base;1572.00;10.40;1483.00;0.56;12897
4;naval_base;1490.00;9.50;1522.00;-2.03;12700
4;naval_base;1560.00;10.38;1527.00;-4.04;12748
4;naval_base;1463.00;9.50;1655.00;-0.51;12738
4;naval_base;1616.00;9.50;1533.00;0.98;12896
4;naval_base;1584.00;9.50;1538.00;0.00;12748
4;naval_base;1646.00;9.50;1513.00;0.38;12761
4;naval_base;1461.00;10.10;1621.00;-1.89;12894
4;naval_base;1466.00;9.50;1588.00;-2.98;12894
4;naval_base;1570.00;9.98;1540.00;0.69;12748
4;naval_base;1467.00;9.50;1592.00;-1.43;12894
4;naval_base;1466.00;10.05;1639.00;-2.11;12738
4;naval_base;1535.00;9.82;1508.00;-1.77;12822
4;naval_base;1502.00;9.70;1513.00;-0.17;12822
4;naval_base;1500.00;9.50;1540.00;-1.70;12700
4;naval_base;1557.00;10.48;1728.00;-2.36;12324
4;naval_base;1538.00;9.50;1724.00;-2.86;12324
4;naval_base;1477.00;10.38;1687.00;-2.85;12752
4;naval_base;1524.00;9.85;1513.00;0.00;12822
4;naval_base;1475.00;9.62;1543.00;0.32;12700
4;naval_base;1643.00;9.85;1515.00;-0.59;12896
4;naval_base;1465.00;9.50;1647.00;-1.47;12738
4;naval_base;1515.00;10.20;1697.00;-2.11;12692
4;naval_base;1522.00;9.68;1702.00;-2.58;12692
4;naval_base;1485.00;9.62;1543.00;-0.10;12700
4;naval_base;1667.00;9.70;1515.00;0.00;12761
4;bunker;1620.00;11.43;1690.00;4.48;0
4;bunker;1497.00;11.30;1609.00;0.86;0
4;bunker;1589.00;10.90;1698.00;3.52;0
4;bunker;1518.00;11.48;1602.00;0.26;0
4;bunker;1559.00;10.53;1514.00;2.93;0
4;bunker;1544.00;10.45;1600.00;5.59;0
4;bunker;1566.00;10.98;1677.00;1.97;0
4;bunker;1603.00;11.68;1675.00;4.99;0
4;bunker;1544.00;10.48;1501.00;6.20;0
4;bunker;1510.00;11.12;1565.00;4.04;0
4;bunker;1477.00;10.90;1667.00;0.42;0
4;bunker;1492.00;11.55;1658.00;3.44;0
4;bunker;1503.00;10.75;1523.00;4.64;0
4;bunker;1522.00;11.70;1640.00;2.48;0
4;bunker;1564.00;11.00;1659.00;0.32;0
4;bunker;1584.00;10.85;1591.00;0.43;0
4;bunker;1493.00;11.73;1629.00;4.55;0
4;bunker;1571.00;10.50;1551.00;0.93;0
4;bunker;1609.00;11.70;1581.00;2.49;0
4;bunker;1641.00;13.62;1585.00;5.15;0
4;bunker;1605.00;11.75;1576.00;2.99;0
4;bunker;1550.00;11.05;1632.00;4.20;0
4;bunker;1626.00;11.75;1625.00;0.94;0
4;bunker;1625.00;12.10;1640.00;3.60;0
4;bunker;1553.00;10.90;1547.00;6.26;0
4;bunker;1518.00;10.60;1679.00;4.10;0
4;bunker;1629.00;10.45;1527.00;5.66;0
4;bunker;1650.00;12.65;1613.00;2.05;0
4;bunker;1584.00;10.95;1677.00;4.71;0
4;bunker;1614.00;12.18;1561.00;2.55;0
4;bunker;1518.00;11.00;1587.00;4.11;0
4;bunker;1567.00;10.57;1589.00;0.49;0
4;bunker;1510.00;11.68;1618.00;3.15;0
4;bunker;1487.00;11.10;1556.00;6.18;0
4;bunker;1571.00;10.45;1576.00;1.10;0
4;bunker;1528.00;11.07;1533.00;5.22;0
4;bunker;1466.00;10.20;1634.00;3.06;0
4;bunker;1600.00;11.07;1596.00;3.16;0
4;bunker;1531.00;11.10;1653.00;1.00;0
4;bunker;1620.00;11.85;1683.00;3.67;0
4;bunker;1609.00;12.23;1642.00;0.05;0
4;bunker;1623.00;11.55;1546.00;1.61;0
4;bunker;1600.00;11.20;1552.00;5.73;0
4;bunker;1539.00;10.60;1711.00;0.65;0
4;bunker;1501.00;11.57;1607.00;4.78;0
4;bunker;1645.00;11.25;1526.00;0.06;0
4;bunker;1575.00;11.23;1625.00;4.18;0
4;bunker;1630.00;11.85;1635.00;0.56;0
4;bunker;1517.00;10.93;1666.00;2.12;0
4;bunker;1551.00;10.48;1580.00;6.24;0
4;bunker;1554.00;10.90;1590.00;1.17;0
4;bunker;1477.00;10.95;1612.00;5.29;0
4;bunker;1473.00;10.60;1647.00;0.57;0
4;bunker;1501.00;10.50;1533.00;3.23;0
4;bunker;1609.00;12.03;1635.00;5.89;0
4;bunker;1580.00;11.40;1614.00;3.73;0
4;bunker;1473.00;10.57;1595.00;3.84;0
4;bunker;1489.00;11.12;1584.00;1.68;0
4;bunker;1499.00;11.00;1674.00;5.80;0
4;bunker;1558.00;10.57;1568.00;0.72;0
4;bunker;1474.00;10.78;1574.00;3.74;0
4;bunker;1542.00;11.40;1536.00;0.12;0
4;bunker;1646.00;13.75;1587.00;4.25;0
4;bunker;1468.00;10.68;1622.00;4.35;0
4;bunker;1523.00;11.03;1560.00;2.19;0
4;bunker;1643.00;11.43;1667.00;4.85;0
4;bunker;1555.00;11.73;1666.00;1.23;0
4;bunker;1589.00;11.20;1605.00;2.79;0
4;bunker;1590.00;11.65;1637.00;0.63;0
4;bunker;1559.00;10.80;1725.00;3.30;0
4;bunker;1469.00;10.55;1574.00;5.96;0
4;bunker;1499.00;10.95;1560.00;2.70;0
4;bunker;1639.00;11.10;1707.00;3.90;0
4;bunker;1504.00;10.95;1584.00;1.74;0
4;bunker;1616.00;11.48;1625.00;4.41;0
4;bunker;1547.00;11.48;1695.00;5.97;0
4;bunker;1472.00;10.43;1685.00;2.35;0
4;bunker;1648.00;11.07;1520.00;0.19;0
4;bunker;1620.00;12.07;1657.00;1.39;0
4;bunker;1583.00;11.28;1652.00;4.42;0
4;bunker;1650.00;12.32;1549.00;2.26;0
4;bunker;1670.00;11.35;1523.00;4.92;0
4;bunker;1580.00;11.43;1706.00;0.19;0
4;bunker;1534.00;10.82;1699.00;2.86;0
4;bunker;1507.00;11.07;1660.00;0.70;0
